Название,Телефон,Сайт,Адрес,Город,Рейтинг,Кол-во отзывов,Категории,Часы работы,Ссылки для записи,Запрос
Барбершоп Force,+7 495 790-44-34,http://forcemoscow.ru/,"с, Рождественский б-р, 5/7 строение 1, Москва, Россия, 107045",Москва,4.8,157,Мужская парикмахерская,четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://yc.gl/book/32649/?rwg_token=AFd1xnHd8tbh4HdqwsiMr0uuBOmb6K7rcB_PmAX30m5pouGxuXqhdxH4VXTM7ejMusbVvI6wrfvhtCfzcQv_ovnB7C_ITJqJq4XxuASOjf_e3CN5REtvE8c%3D,барбершоп Москва
FIRM,+7 919 777-99-91,https://firmbarbershop.ru/,"Мерзляковский пер., 10, Москва, Россия, 121069",Москва,4.8,154,Мужская парикмахерская,четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://yc.gl/book/27169/?rwg_token=AFd1xnGUyv9EtRhKHS4toqNeZSe46gVHGcP-gEKkML5sVfUajZGLnbEU_IvkY_0aeSJttPSmgvUJnrkoxVbw7aKXQmFIV4gS6TADT5JQTi9DagP2j93QPoU%3D,барбершоп Москва
FIRM Barbershop Moscow III,+7 917 577-79-99,https://firmbarbershop.ru/,"Нижний Сусальный пер., 5с4, Москва, Россия, 105064",Москва,4.8,87,Мужская парикмахерская,четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://yc.gl/book/29267/?rwg_token=AFd1xnE3XX9ClXd_c_IetVl2Yu0fRsAjtuyn_Gtwpzjr5VEdgwIy2arUIXuH6Ru8yy8-OxQEZ_Bk9YGcJKMlUQLs3nJmAnbddsOrQHEa9d87MmCDuiKqAe4%3D,барбершоп Москва
Barberia - Мужская Территория,+7 495 120-13-04,http://barberia.ru/,"ул. Мантулинская, 2, Москва, Россия, 123100",Москва,4.9,314,"Мужская парикмахерская, Маникюр и педикюр",четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://n10331.yclients.com/ https://yc.gl/book/29436/?rwg_token=AFd1xnG3UbWm_4Gs5Pol7UvXAVB79651fS8eo40YPYjPZz0UB-w-N7kZ0vTMvMsQIB0F_YYpTN1k3S2_3i7-VT1QNIL9NgTGRLg9wdvgBM7Qw69plOyfzFo%3D,барбершоп Москва
Барбершоп Apaches Moscow,+7 495 720-27-71,http://www.apaches.pro/,"ул. Сущёвский Вал, 22, Москва, Россия, 127018",Москва,4.9,267,"Мужская парикмахерская, Парикмахерская",четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://yc.gl/book/30252/?rwg_token=AFd1xnGS05eFDs3sHs91xiu8c7ONqv5iuMR0Nrs9TcESPBYcHj8VF7xN0vK1qFzFmdmHFxyU4yfNn5_zHLBdqZ_aRjf8AeBrFhtVQMD46krzDhWCKc9XYTs%3D,барбершоп Москва
DANDY Барбершоп,+7 925 232-01-02,http://dandy-barbershop.ru/,"Шмитовский пр-д, 13, Москва, Россия, 123100",Москва,4.8,273,Мужская парикмахерская,четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://n93495.yclients.com/ https://yc.gl/book/106935/?rwg_token=AFd1xnHGHAi9vVlxdEeYa5ExSwJ2EQ_eXoteJfRghkFS8h1Bzfx2YsEoMggPJ3bYxrres9ZhT6AFBuUbrveJ9s58-Pa3xbzEK6dF4UaQhN0W-7GEAyXBjZY%3D,барбершоп Москва
Force barbershop,+7 495 724-51-61,http://forcemoscow.ru/,"ул. Александра Невского, 19/25, Москва, Россия, 125047",Москва,4.8,206,Мужская парикмахерская,четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://yc.gl/book/28896/?rwg_token=AFd1xnFIAN2uEB91TWaqMTJi3IzCggZw69VuQNQwxzIlvQ_3jFBCvWoxg3owUzRGqyzBfpt2n19O7tUoN2XI14453TNYaJVzMFAzJ4XaEBvcDPjoxvnHgTM%3D,барбершоп Москва
OldBoy Barbershop,+7 925 822-62-83,https://oldboybarbershop.com/moscow/garibaldi,"ул. Гарибальди, 7, Москва, Россия, 119313",Москва,4.7,103,Мужская парикмахерская,четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://w66468.yclients.com/ https://yc.gl/book/82749/?rwg_token=AFd1xnHvslybD1lLDt5xkb3snc8kzoKVK-bCMwwy_8W8iSrP9iU5Dtied-aC82oXUSo_DwtKyD_5aiJB3mDJY_Ds61Ei23O_UxC8flAnogzyAEshkyX2Py4%3D,барбершоп Москва
Мужская Парикмахерская Аляска на Тульской,+7 495 150-52-25,https://www.alaskaman.ru/,"Люсиновская ул., 55, Москва, Россия, 115093",Москва,4.8,152,Мужская парикмахерская,четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://yc.gl/book/623143/?rwg_token=AFd1xnFlAYtmfeRbc4-RiyW7wvyWH1F_wB60y2wWfLDjfEAmPPcJ2nVaC8jzCb-Wk98-HTTOyLZMot6oVyAnqH17q3aCyaDnLADd2_fNmhyx_C8MYCflLdM%3D,барбершоп Москва
Барбершоп Я,+7 499 502-80-88,https://barber-shop.su/,"Новоданиловская наб., 4 строение 3, Москва, Россия, 117105",Москва,4.5,148,"Мужская парикмахерская, Парикмахерская, Тату-салон",четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://yc.gl/book/39598/?rwg_token=AFd1xnHFQR37ETROo6TQrdzpQbAWbqxiKKgU2f2liIcuvwq-p7ID-fAw4X3G-E9x1sIcv6i9wx3hrdFJ3EnY0SM7MHCun41--Rkb_TYDtDChwLFJKQQhv_w%3D,барбершоп Москва
Барбершоп RUSEL,+7 926 061-21-08,https://ruselbarbershop.ru/,"Протопоповский пер., 20, Москва, Россия, 129090",Москва,4.7,52,Мужская парикмахерская,четверг: 24 часа в сутки | пятница: 24 часа в сутки | суббота: 24 часа в сутки | воскресенье: 24 часа в сутки | понедельник: 24 часа в сутки | вторник: 24 часа в сутки | среда: 24 часа в сутки,https://n857398.yclients.com/ https://yc.gl/book/800890/?rwg_token=AFd1xnFJer-65TcQT7qLFKhBrRomDQGD7TXNTW2N8nivj7M8VkmIXpyQ5QGqdEQrt0pmetmxFhmimZzmzGgH1sLFUv_fWk7Gl-tXpbu92AT6NkSEYLO0f0Y%3D,барбершоп Москва
Барбершопы Fckng Barbers,+7 499 888-16-37,https://fckngbarbers.ru/?utm_source=google_maps&utm_medium=referral&utm_term=Volkhovsky,"Волховский пер., 2/1, Москва, Россия, 105005",Москва,4.9,257,Мужская парикмахерская,четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://n315482.yclients.com/ https://yc.gl/book/215375/?rwg_token=AFd1xnFV7EqvUUg1wZzJGppAehky6yKA0XEMC84FaMU7WtFVrxTSdwFSGD7BnqM9p4lJKK7TqUiaE313MtLRdYxbhpahMYOxWnOQ9PcV-vbs2JdtyO2l2kc%3D,барбершоп Москва
FIRM Barbershop Moscow II,+7 916 777-99-91,https://firmbarbershop.ru/,"Орликов пер., 6, Москва, Россия, 107078",Москва,4.8,124,Мужская парикмахерская,четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://yc.gl/book/28388/?rwg_token=AFd1xnFiBmOxiFd9sMrn4sUG8rOGpzjjc_baaHcgMT_n5OjZugB56RLPnXJLCO_kipttY0Z2EuyhSUk_K2Ho0YAJwKcZneGkNB_Fwt4uaYDdbgUu4EOTzLc%3D,барбершоп Москва
OldBoy,+7 495 607-62-69,,"ул. Машкова, 24, 11, Москва, Россия, 105064",Москва,4.9,170,"Мужская парикмахерская, Салон красоты",четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://yc.gl/book/40140/?rwg_token=AFd1xnHCZbHMPUSZAG8bx7GkkqmVHp3u0tNa9skPBKC8Q-nZyw0YKtp_tlKKoBA4sZ71LLXGzZ8sVWihuDs-tP2oj-7DFrUwimXpt3t1Yn-DQavfgdO2uBI%3D,барбершоп Москва
Барбершоп Щегол,+7 985 722-03-86,https://schegol-barbershop.ru/,"Малый Кисловский пер., 7, Москва, Россия, 125009",Москва,4.7,136,Мужская парикмахерская,четверг: 11:00–22:00 | пятница: 11:00–22:00 | суббота: 11:00–22:00 | воскресенье: 11:00–22:00 | понедельник: 11:00–22:00 | вторник: 11:00–22:00 | среда: 11:00–22:00,https://yc.gl/book/4788/?rwg_token=AFd1xnHUpg1_CIzhzhhwYrxt7q4B7izAH_wGjO4MUu240G4TVuTlDIvSMiuUWVc7zeWWMUhXxmfo8kpt30jrVcDarJmpUFmFWeS2f--CPjlt8xvSuNgceAU%3D,барбершоп Москва
TopGun Barbershop,+7 985 660-84-44,http://www.topgun.ru/,"ул. Шаболовка, 16 к. 1, Москва, Россия, 119049",Москва,4.7,99,Мужская парикмахерская,четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://yc.gl/book/33607/?rwg_token=AFd1xnFYnae3iffmUigXuD4aGNRpWjMzXv6JyO5Ha1rJN_ZGkm10yjpC5DwuCGTiRGwnqLpf8IkmURMIVchCbkAHzR3Wcjkyk9eKT_F7R6xQHykDCwh0HSc%3D,барбершоп Москва
"Барбарелла Барбершоп | Мужская парикмахерская Полянка | Мужская стрижка, оформление бороды, парикмахер",+7 901 259-46-79,http://barbarella.moscow/,"ул. Большая Якиманка, 38, этаж 1, Москва, Россия, 119049",Москва,4.8,240,"Мужская парикмахерская, Магазин косметики и парфюмерии, Студия коррекции бровей, Центр по уходу за лицом, Депиляция, Парикмахерская, Массажист, Окрашивание, Парикмахер, Восковая депиляция",четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://n58547.yclients.com/company:75531/idx:0/master?api_key=5s6rnz8ch588gc3c9usn&o= https://yc.gl/book/75531/?rwg_token=AFd1xnHQ6dXpQIdiTxd1PvlS8bJ1Db0yni7kbJ97s9xsyvpanApONvv6WfqiCnE0G8hj4npHTdteTnFrzVBB4qNaER7QpUs7l0YW8bwFYKkauZqILsI2pt4%3D,барбершоп Москва
